Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
02/09/2020;Tanzanie;509;21;183;4.13;35.95;59.92
02/09/2020;Ukraine;128833;2705;60943;2.10;47.30;50.60
02/09/2020;Ouganda;3112;32;1528;1.03;49.10;49.87
02/09/2020;États-Unis;6113510;185720;2231757;3.04;36.51;60.46
02/09/2020;Uruguay;1626;44;1433;2.71;88.13;9.16
02/09/2020;Ouzbékistan;42437;327;39664;0.77;93.47;5.76
02/09/2020;Vatican;12;0;12;0.00;100.00;0.00
02/09/2020;St-Vincent / Grenadines;61;0;57;0.00;93.44;6.56
02/09/2020;Venezuela;48883;398;39912;0.81;81.65;17.54
02/09/2020;Viet Nam;1046;34;746;3.25;71.32;25.43
02/09/2020;Kosovo;12683;488;8788;3.85;69.29;26.86
02/09/2020;Yémen;1976;571;1175;28.90;59.46;11.64
02/09/2020;Mayotte;3301;40;2964;1.21;89.79;9.00
02/09/2020;Afrique du Sud;630595;14389;553456;2.28;87.77;9.95
02/09/2020;Zambie;12415;292;11494;2.35;92.58;5.07
02/09/2020;Zimbabwe;6638;206;5250;3.10;79.09;17.81
02/09/2020;Autres;721;15;651;2.08;90.29;7.63
01/09/2020;Autres;721;15;651;2.08;90.29;7.63
01/09/2020;Zimbabwe;6559;203;5241;3.09;79.91;17.00
01/09/2020;Zambie;12381;290;11479;2.34;92.71;4.94
01/09/2020;Afrique du Sud;628259;14263;549993;2.27;87.54;10.19
01/09/2020;Mayotte;3301;40;2964;1.21;89.79;9.00
01/09/2020;Yémen;1962;570;1160;29.05;59.12;11.82
01/09/2020;Kosovo;12683;488;8788;3.85;69.29;26.86
01/09/2020;Viet Nam;1044;34;735;3.26;70.40;26.34
01/09/2020;Venezuela;47756;391;39027;0.82;81.72;17.46
01/09/2020;St-Vincent / Grenadines;61;0;57;0.00;93.44;6.56
01/09/2020;Vatican;12;0;12;0.00;100.00;0.00
01/09/2020;Ouzbékistan;42127;323;39538;0.77;93.85;5.38
01/09/2020;Uruguay;1611;44;1419;2.73;88.08;9.19
01/09/2020;États-Unis;6073840;184664;2202663;3.04;36.26;60.69
01/09/2020;Ouganda;3037;32;1489;1.05;49.03;49.92
01/09/2020;Ukraine;126279;2654;59904;2.10;47.44;50.46
01/09/2020;Tanzanie;509;21;183;4.13;35.95;59.92
01/09/2020;Taïwan;488;7;462;1.43;94.67;3.89
01/09/2020;Trinité-et-Tobago;1797;27;685;1.50;38.12;60.38
01/09/2020;Turquie;271705;6417;245929;2.36;90.51;7.13
01/09/2020;Tunisie;3963;80;1624;2.02;40.98;57.00
01/09/2020;Timor-Leste;27;0;25;0.00;92.59;7.41
01/09/2020;Tadjikistan;8619;68;7413;0.79;86.01;13.20
01/09/2020;Thaïlande;3425;58;3274;1.69;95.59;2.72
01/09/2020;Togo;1416;28;1035;1.98;73.09;24.93
01/09/2020;Tchad;1017;77;884;7.57;86.92;5.51
01/09/2020;Eswatini;4618;94;3562;2.04;77.13;20.83
01/09/2020;Syrie;2830;116;646;4.10;22.83;73.07
01/09/2020;El Salvador;25820;724;14570;2.80;56.43;40.77
01/09/2020;Sao Tomé-et-Principe;896;15;853;1.67;95.20;3.13
01/09/2020;Soudan du sud;2527;47;1290;1.86;51.05;47.09
01/09/2020;Suriname;4089;72;3171;1.76;77.55;20.69
01/09/2020;Somalie;3310;98;2481;2.96;74.95;22.08
01/09/2020;Sénégal;13655;284;9484;2.08;69.45;28.47
01/09/2020;Saint-Marin;715;42;660;5.87;92.31;1.82
01/09/2020;Sierra Leone;2028;71;1594;3.50;78.60;17.90
01/09/2020;Slovaquie;3989;33;2478;0.83;62.12;37.05
01/09/2020;Slovénie;2924;133;2323;4.55;79.45;16.01
01/09/2020;Singapour;56852;27;55749;0.05;98.06;1.89
01/09/2020;Suède;84521;5813;0;6.88;0.00;93.12
01/09/2020;Seychelles;136;0;127;0.00;93.38;6.62
01/09/2020;Soudan;13189;823;6612;6.24;50.13;43.63
01/09/2020;Arabie Saoudite;316670;3929;291514;1.24;92.06;6.70
01/09/2020;Rwanda;4142;16;2044;0.39;49.35;50.27
01/09/2020;Russie;997072;17250;813603;1.73;81.60;16.67
01/09/2020;Serbie;31482;715;0;2.27;0.00;97.73
01/09/2020;Roumanie;88593;3681;38454;4.15;43.41;52.44
01/09/2020;Réunion;1714;9;880;0.53;51.34;48.13
01/09/2020;Qatar;118994;198;115895;0.17;97.40;2.44
01/09/2020;Paraguay;18338;348;9721;1.90;53.01;45.09
01/09/2020;Portugal;58243;1824;42104;3.13;72.29;24.58
01/09/2020;Palestine;23281;159;15338;0.68;65.88;33.43
01/09/2020;Pologne;67922;2058;47030;3.03;69.24;27.73
01/09/2020;Pakistan;296149;6298;280970;2.13;94.87;3.00
01/09/2020;Philippines;224264;3597;158012;1.60;70.46;27.94
01/09/2020;Papouasie-Nouvelle-Guinée;460;5;232;1.09;50.43;48.48
01/09/2020;Polynésie Française;573;0;205;0.00;35.78;64.22
01/09/2020;Pérou;652037;28944;471599;4.44;72.33;23.23
01/09/2020;Panama;93552;2018;66974;2.16;71.59;26.25
01/09/2020;Oman;85928;689;81024;0.80;94.29;4.91
01/09/2020;Nouvelle-Zélande;1757;22;1606;1.25;91.41;7.34
01/09/2020;Népal;40529;239;22178;0.59;54.72;44.69
01/09/2020;Norvège;10871;264;9348;2.43;85.99;11.58
01/09/2020;Pays-Bas;73802;6260;1140;8.48;1.54;89.97
01/09/2020;Nicaragua;4668;141;2913;3.02;62.40;34.58
01/09/2020;Nigéria;54247;1023;42010;1.89;77.44;20.67
01/09/2020;Niger;1176;69;1088;5.87;92.52;1.62
01/09/2020;Nouvelle-Calédonie;23;0;23;0.00;100.00;0.00
01/09/2020;Namibie;7692;81;3379;1.05;43.93;55.02
01/09/2020;Mozambique;4039;23;2170;0.57;53.73;45.70
01/09/2020;Malaisie;9354;128;9075;1.37;97.02;1.61
01/09/2020;Mexique;606036;65241;501722;10.77;82.79;6.45
01/09/2020;Malawi;5576;175;3420;3.14;61.33;35.53
01/09/2020;Maldives;8003;29;5265;0.36;65.79;33.85
01/09/2020;Maurice;356;10;335;2.81;94.10;3.09
01/09/2020;Malte;1909;12;1453;0.63;76.11;23.26
01/09/2020;Martinique;747;18;98;2.41;13.12;84.47
01/09/2020;Mauritanie;7075;159;6464;2.25;91.36;6.39
01/09/2020;Macao;46;0;46;0.00;100.00;0.00
01/09/2020;Mongolie;306;0;296;0.00;96.73;3.27
01/09/2020;Birmanie;919;6;357;0.65;38.85;60.50
01/09/2020;Mali;2777;126;2178;4.54;78.43;17.03
01/09/2020;Macédoine;14455;604;11525;4.18;79.73;16.09
01/09/2020;Madagascar;14957;195;13915;1.30;93.03;5.66
01/09/2020;Saint Martin;213;5;79;2.35;37.09;60.56
01/09/2020;Montenegro;4917;102;4058;2.07;82.53;15.40
01/09/2020;Moldavie;37208;1008;25872;2.71;69.53;27.76
01/09/2020;Monaco;154;4;116;2.60;75.32;22.08
01/09/2020;Maroc;63781;1184;48922;1.86;76.70;21.44
01/09/2020;Libye;14624;242;1676;1.65;11.46;86.88
01/09/2020;Lettonie;1404;34;1173;2.42;83.55;14.03
01/09/2020;Luxembourg;6625;124;7140;1.87;107.77;-9.65
01/09/2020;Lituanie;2929;86;1857;2.94;63.40;33.66
01/09/2020;Lesotho;1085;31;528;2.86;48.66;48.48
01/09/2020;Libéria;1305;82;1158;6.28;88.74;4.98
01/09/2020;Sri Lanka;3092;12;2879;0.39;93.11;6.50
01/09/2020;Liechtenstein;107;1;97;0.93;90.65;8.41
01/09/2020;Sainte-Lucie;26;0;26;0.00;100.00;0.00
01/09/2020;Liban;17777;171;4988;0.96;28.06;70.98
01/09/2020;Laos;22;0;21;0.00;95.45;4.55
01/09/2020;Kazakhstan;105944;1588;97371;1.50;91.91;6.59
01/09/2020;Koweït;85811;534;77657;0.62;90.50;8.88
01/09/2020;Corée du Sud;20449;326;15356;1.59;75.09;23.31
01/09/2020;Saint-Kitts-et-Nevis;17;0;17;0.00;100.00;0.00
01/09/2020;Comores;427;7;410;1.64;96.02;2.34
01/09/2020;Cambodge;274;0;266;0.00;97.08;2.92
01/09/2020;Kirghizistan;43958;1059;38649;2.41;87.92;9.67
01/09/2020;Kenya;34315;577;20211;1.68;58.90;39.42
01/09/2020;Japon;69023;1313;57503;1.90;83.31;14.79
01/09/2020;Jordanie;2097;15;1564;0.72;74.58;24.70
01/09/2020;Jamaïque;2459;21;890;0.85;36.19;62.95
01/09/2020;Italie;270189;35491;207944;13.14;76.96;9.90
01/09/2020;Islande;2116;10;2007;0.47;94.85;4.68
01/09/2020;Iran;376894;21672;325124;5.75;86.26;7.99
01/09/2020;Iraq;238338;7123;180473;2.99;75.72;21.29
01/09/2020;Inde;3769523;66333;2901908;1.76;76.98;21.26
01/09/2020;Israël;118538;957;96214;0.81;81.17;18.03
01/09/2020;Irlande;29025;1777;23364;6.12;80.50;13.38
01/09/2020;Indonésie;177571;7505;128057;4.23;72.12;23.66
01/09/2020;Hongrie;6257;616;3821;9.84;61.07;29.09
01/09/2020;Haïti;8230;203;5828;2.47;70.81;26.72
01/09/2020;Croatie;10414;187;7735;1.80;74.28;23.93
01/09/2020;Honduras;61769;1888;10430;3.06;16.89;80.06
01/09/2020;Hong-Kong;4822;90;4380;1.87;90.83;7.30
01/09/2020;Guyana;1373;41;742;2.99;54.04;42.97
01/09/2020;Guinée-Bissau;2205;34;1127;1.54;51.11;47.35
01/09/2020;Guatemala;74893;2778;62935;3.71;84.03;12.26
01/09/2020;Grèce;10524;271;1347;2.58;12.80;84.63
01/09/2020;Guinée Équatoriale;4965;83;3884;1.67;78.23;20.10
01/09/2020;Guadeloupe;1269;16;336;1.26;26.48;72.26
01/09/2020;Guinée;9479;59;8527;0.62;89.96;9.42
01/09/2020;Gambie;3029;96;1032;3.17;34.07;62.76
01/09/2020;Gibraltar;290;0;237;0.00;81.72;18.28
01/09/2020;Ghana;44460;276;43121;0.62;96.99;2.39
01/09/2020;Guyane Française;9154;60;8707;0.66;95.12;4.23
01/09/2020;Géorgie;1510;19;1253;1.26;82.98;15.76
01/09/2020;Grenade;24;0;24;0.00;100.00;0.00
01/09/2020;Gabon;8533;53;7264;0.62;85.13;14.25
01/09/2020;Royaume-Uni;339125;41592;1472;12.26;0.43;87.30
01/09/2020;France;326307;30661;86712;9.40;26.57;64.03
01/09/2020;Îles Féroé;411;0;374;0.00;91.00;9.00
01/09/2020;Fidji;29;2;23;6.90;79.31;13.79
01/09/2020;Finlande;8142;336;7200;4.13;88.43;7.44
01/09/2020;Éthiopie;53304;828;19487;1.55;36.56;61.89
01/09/2020;Espagne;470973;29152;150376;6.19;31.93;61.88
01/09/2020;Érythrée;319;0;284;0.00;89.03;10.97
01/09/2020;Sahara Occidental;10;1;8;10.00;80.00;10.00
01/09/2020;Égypte;99115;5440;73828;5.49;74.49;20.02
01/09/2020;Estonie;2395;64;2112;2.67;88.18;9.14
01/09/2020;Équateur;114309;6571;101723;5.75;88.99;5.26
01/09/2020;Algérie;44833;1518;31493;3.39;70.25;26.37
01/09/2020;République Dominicaine;94979;1738;68736;1.83;72.37;25.80
01/09/2020;Dominique;20;0;18;0.00;90.00;10.00
01/09/2020;Danemark;17098;625;15314;3.66;89.57;6.78
01/09/2020;Djibouti;5387;60;5327;1.11;98.89;0.00
01/09/2020;Allemagne;246015;9307;218403;3.78;88.78;7.44
01/09/2020;République Tchèque;25117;425;18116;1.69;72.13;26.18
01/09/2020;Chypre;1490;21;1139;1.41;76.44;22.15
01/09/2020;Cap-vert;3970;40;3423;1.01;86.22;12.77
01/09/2020;Cuba;4065;95;3395;2.34;83.52;14.15
01/09/2020;Costa Rica;42184;443;16270;1.05;38.57;60.38
01/09/2020;Colombie;624026;20050;469552;3.21;75.25;21.54
01/09/2020;Chine;85065;4634;80226;5.45;94.31;0.24
01/09/2020;Cameroun;19409;414;17651;2.13;90.94;6.92
01/09/2020;Chili;413145;11321;385790;2.74;93.38;3.88
01/09/2020;Côte d'Ivoire;18103;117;16814;0.65;92.88;6.47
01/09/2020;Suisse;42393;2011;36300;4.74;85.63;9.63
01/09/2020;Congo (Brazzaville);3979;78;1742;1.96;43.78;54.26
01/09/2020;République Centrafricaine;4711;62;1790;1.32;38.00;60.69
01/09/2020;Rép. Dém. du Congo;10104;259;9322;2.56;92.26;5.18
01/09/2020;Canada;131422;9179;116432;6.98;88.59;4.42
01/09/2020;Belize;1050;13;213;1.24;20.29;78.48
01/09/2020;Bélarus;71962;686;70606;0.95;98.12;0.93
01/09/2020;Botswana;1724;6;493;0.35;28.60;71.06
01/09/2020;Bhoutan;227;0;142;0.00;62.56;37.44
01/09/2020;Bahamas;2276;50;801;2.20;35.19;62.61
01/09/2020;Brésil;3950931;122596;3345240;3.10;84.67;12.23
01/09/2020;Bolivie;117267;5101;62124;4.35;52.98;42.67
01/09/2020;Brunéi Darussalam;144;3;139;2.08;96.53;1.39
01/09/2020;Saint Barthélemy;18;0;13;0.00;72.22;27.78
01/09/2020;Bénin;2145;40;1738;1.86;81.03;17.11
01/09/2020;Burundi;445;1;357;0.22;80.22;19.55
01/09/2020;Bahreïn;52440;190;49395;0.36;94.19;5.44
01/09/2020;Bulgarie;16454;642;11615;3.90;70.59;25.51
01/09/2020;Burkina Faso;1370;55;1075;4.01;78.47;17.52
01/09/2020;Belgique;85487;9897;18457;11.58;21.59;66.83
01/09/2020;Bangladesh;314946;4316;208177;1.37;66.10;32.53
01/09/2020;Barbade;176;7;146;3.98;82.95;13.07
01/09/2020;Bosnie-Herzégovine;20234;620;13435;3.06;66.40;30.54
01/09/2020;Azerbaïdjan;36578;536;33977;1.47;92.89;5.65
01/09/2020;Australie;25923;663;21687;2.56;83.66;13.78
01/09/2020;Autriche;27642;734;23565;2.66;85.25;12.09
01/09/2020;Argentine;428239;8919;308376;2.08;72.01;25.91
01/09/2020;Angola;2729;109;1084;3.99;39.72;56.28
01/09/2020;Arménie;43878;881;38356;2.01;87.42;10.58
01/09/2020;Albanie;9606;290;5441;3.02;56.64;40.34
01/09/2020;Antigua-et-Barbuda;94;3;91;3.19;96.81;0.00
01/09/2020;Afghanistan;38196;1406;29231;3.68;76.53;19.79
01/09/2020;Émirats Arabes Unis;70805;384;61491;0.54;86.85;12.61
01/09/2020;Andorre;1184;53;908;4.48;76.69;18.83
31/08/2020;Andorre;1176;53;908;4.51;77.21;18.28
31/08/2020;Émirats Arabes Unis;70231;384;60931;0.55;86.76;12.70
31/08/2020;Afghanistan;38165;1402;29089;3.67;76.22;20.11
31/08/2020;Antigua-et-Barbuda;94;3;91;3.19;96.81;0.00
31/08/2020;Albanie;9513;284;5214;2.99;54.81;42.21
31/08/2020;Arménie;43781;879;37722;2.01;86.16;11.83
31/08/2020;Angola;2654;108;1071;4.07;40.35;55.58
31/08/2020;Argentine;417735;8660;301195;2.07;72.10;25.82
31/08/2020;Autriche;27438;733;23226;2.67;84.65;12.68
31/08/2020;Australie;25819;657;21348;2.54;82.68;14.77
31/08/2020;Azerbaïdjan;36435;534;33847;1.47;92.90;5.64
31/08/2020;Bosnie-Herzégovine;19964;609;13095;3.05;65.59;31.36
31/08/2020;Barbade;174;7;146;4.02;83.91;12.07
31/08/2020;Bangladesh;312996;4281;204887;1.37;65.46;33.17
31/08/2020;Belgique;85236;9895;18422;11.61;21.61;66.78
31/08/2020;Burkina Faso;1368;55;1058;4.02;77.34;18.64
31/08/2020;Bulgarie;16266;629;11483;3.87;70.60;25.54
31/08/2020;Bahreïn;51972;190;49047;0.37;94.37;5.26
31/08/2020;Burundi;445;1;357;0.22;80.22;19.55
31/08/2020;Bénin;2145;40;1738;1.86;81.03;17.11
31/08/2020;Saint Barthélemy;18;0;13;0.00;72.22;27.78
31/08/2020;Brunéi Darussalam;144;3;139;2.08;96.53;1.39
31/08/2020;Bolivie;116598;5027;60408;4.31;51.81;43.88
31/08/2020;Brésil;3908272;121381;3268591;3.11;83.63;13.26
31/08/2020;Bahamas;2217;50;801;2.26;36.13;61.61
31/08/2020;Bhoutan;225;0;142;0.00;63.11;36.89
31/08/2020;Botswana;1633;6;224;0.37;13.72;85.92
31/08/2020;Bélarus;71843;681;70468;0.95;98.09;0.97
31/08/2020;Belize;1007;13;173;1.29;17.18;81.53
31/08/2020;Canada;130918;9173;116020;7.01;88.62;4.37
31/08/2020;Rép. Dém. du Congo;10097;258;9133;2.56;90.45;6.99
31/08/2020;République Centrafricaine;4711;62;1790;1.32;38.00;60.69
31/08/2020;Congo (Brazzaville);3979;78;1742;1.96;43.78;54.26
31/08/2020;Suisse;42177;2006;36100;4.76;85.59;9.65
31/08/2020;Côte d'Ivoire;18067;117;16699;0.65;92.43;6.92
31/08/2020;Chili;411726;11289;383879;2.74;93.24;4.02
31/08/2020;Cameroun;19142;411;17651;2.15;92.21;5.64
31/08/2020;Chine;85058;4634;80206;5.45;94.30;0.26
31/08/2020;Colombie;615094;19662;459460;3.20;74.70;22.11
31/08/2020;Costa Rica;41287;436;16056;1.06;38.89;60.06
31/08/2020;Cuba;4032;94;3378;2.33;83.78;13.89
31/08/2020;Cap-vert;3884;40;2916;1.03;75.08;23.89
31/08/2020;Chypre;1488;20;1139;1.34;76.55;22.11
31/08/2020;République Tchèque;24618;424;17807;1.72;72.33;25.94
31/08/2020;Allemagne;244802;9303;216795;3.80;88.56;7.64
31/08/2020;Djibouti;5387;60;5323;1.11;98.81;0.07
31/08/2020;Danemark;16999;624;15219;3.67;89.53;6.80
31/08/2020;Dominique;20;0;18;0.00;90.00;10.00
31/08/2020;République Dominicaine;94715;1710;68082;1.81;71.88;26.31
31/08/2020;Algérie;44494;1510;31244;3.39;70.22;26.39
31/08/2020;Équateur;113767;6556;101669;5.76;89.37;4.87
31/08/2020;Estonie;2375;64;2088;2.69;87.92;9.39
31/08/2020;Égypte;98939;5421;72929;5.48;73.71;20.81
31/08/2020;Sahara Occidental;10;1;8;10.00;80.00;10.00
31/08/2020;Érythrée;319;0;284;0.00;89.03;10.97
31/08/2020;Espagne;462858;29094;150376;6.29;32.49;61.23
31/08/2020;Éthiopie;52131;809;18994;1.55;36.44;62.01
31/08/2020;Finlande;8086;336;7200;4.16;89.04;6.80
31/08/2020;Fidji;28;2;23;7.14;82.14;10.71
31/08/2020;Îles Féroé;411;0;374;0.00;91.00;9.00
31/08/2020;France;321108;30635;86469;9.54;26.93;63.53
31/08/2020;Royaume-Uni;337795;41589;1450;12.31;0.43;87.26
